id,INT?,station,longitude,latitude,zone,flag,map x,map y
180.1,FALSE,Pimlico (vn),,,,p,,
180.2,FALSE,Pimlico (vs),,,,p,,
181,TRUE,Pinner,-0.3805,51.5926,5,s,2.8392,1.929
181.1,FALSE,Pinner (mn),,,,p,,
181.2,FALSE,Pinner (ms),,,,p,,
182,TRUE,Plaistow,0.0172,51.5313,3,s,8.663,3.3818
182.1,FALSE,Plaistow (dhe),,,,p,,
182.2,FALSE,Plaistow (dhw),,,,p,,
183,TRUE,Preston Road,-0.2954,51.572,4,s,3.766,2.1828
183.1,FALSE,Preston Road (mn),,,,p,,
183.2,FALSE,Preston Road (ms),,,,p,,
184,TRUE,Putney Bridge,-0.2089,51.4682,2,s,4.0977,5.1422
184.1,FALSE,Putney Bridge (de),,,,p,,
184.2,FALSE,Putney Bridge (dw),,,,p,,
185,TRUE,Queens Park,-0.2047,51.5341,2,s,3.5923,2.9244
185.1,FALSE,Queens Park (bn),,,,p,,
185.2,FALSE,Queens Park (bs),,,,p,,
186,TRUE,Queensbury,-0.2861,51.5942,4,s,4.0344,1.9491
186.1,FALSE,Queensbury (je),,,,p,,
186.2,FALSE,Queensbury (jw),,,,p,,
187,TRUE,Queensway,-0.1877,51.5107,1,s,4.45,3.93
187.1,FALSE,Queensway (ce),,,,p,,
187.2,FALSE,Queensway (cw),,,,p,,
188,TRUE,Ravenscourt Park,-0.2359,51.4942,2,s,3.5626,4.4968
188.1,FALSE,Ravenscourt Park (de),,,,p,,
188.2,FALSE,Ravenscourt Park (dw),,,,p,,
189,TRUE,Rayners Lane,-0.3714,51.5753,5,s,2.6096,2.1378
189.1,FALSE,Rayners Lane (mpn),,,,p,,
189.2,FALSE,Rayners Lane (mps),,,,p,,
190,TRUE,Redbridge,0.0454,51.5763,4,s,8.6796,2.2253
190.1,FALSE,Redbridge (ce),,,,p,,
190.2,FALSE,Redbridge (cw),,,,p,,
191,TRUE,Regents Park,-0.1466,51.5234,1,s,5.0654,3.5364
191.1,FALSE,Regents Park (bn),,,,p,,
191.2,FALSE,Regents Park (bs),,,,p,,
192,TRUE,Richmond,-0.3013,51.4633,4,s,2.5945,5.0743
192.1,FALSE,Richmond (de),,,,p,,
192.2,FALSE,Richmond (dw),,,,p,,
193,TRUE,Rickmansworth,-0.4733,51.6404,7,s,2.3883,1.4781
193.1,FALSE,Rickmansworth (mn),,,,p,,
193.2,FALSE,Rickmansworth (ms),,,,p,,
194,TRUE,Roding Valley,0.0439,51.6171,4,s,8.5512,1.6807
194.1,FALSE,Roding Valley (ce),,,,p,,
194.2,FALSE,Roding Valley (cw),,,,p,,
195,TRUE,Royal Oak,-0.188,51.519,2,s,3.7452,3.4904
195.1,FALSE,Royal Oak (rhe),,,,p,,
195.2,FALSE,Royal Oak (rhw),,,,p,,
196,TRUE,Ruislip,-0.4213,51.5715,6,s,2.2422,1.8914
196.1,FALSE,Ruislip (mpn),,,,p,,
196.2,FALSE,Ruislip (mps),,,,p,,
197,TRUE,Ruislip Gardens,-0.4103,51.5606,5,s,2.1211,2.2213
197.1,FALSE,Ruislip Gardens (ce),,,,p,,
197.2,FALSE,Ruislip Gardens (cw),,,,p,,
198,TRUE,Ruislip Manor,-0.4125,51.5732,6,s,2.4134,1.9332
198.1,FALSE,Ruislip Manor (mpn),,,,p,,
198.2,FALSE,Ruislip Manor (mps),,,,p,,
199,TRUE,Russell Square,-0.1244,51.523,1,s,6.0049,3.4275
199.1,FALSE,Russell Square (pe),,,,p,,
199.2,FALSE,Russell Square (pw),,,,p,,
200,TRUE,Seven Sisters,-0.0749,51.5822,3,s,7.1895,2.1825
200.1,FALSE,Seven Sisters (vn),,,,p,,
200.2,FALSE,Seven Sisters (vs),,,,p,,
201,TRUE,Shepherds Bush,-0.21881,51.50474,2,s,3.9236,3.9321
201.1,FALSE,Shepherds Bush (ce),,,,p,,
201.2,FALSE,Shepherds Bush (cw),,,,p,,
202,TRUE,Shepherds Bush Market,-0.226231,51.506063,2,s,3.6985,4.1486
202.1,FALSE,Shepherds Bush Market (rhe),,,,p,,
202.2,FALSE,Shepherds Bush Market (rhw),,,,p,,
203,TRUE,Sloane Square,-0.1565,51.4924,1,s,4.7643,4.4841
203.1,FALSE,Sloane Square (rde),,,,p,,
203.2,FALSE,Sloane Square (rdw),,,,p,,
204,TRUE,Snaresbrook,0.0216,51.5808,4,s,8.4306,2.0347
204.1,FALSE,Snaresbrook (ce),,,,p,,
204.2,FALSE,Snaresbrook (cw),,,,p,,
205,TRUE,South Ealing,-0.3072,51.5011,3,s,2.6157,4.4289
205.1,FALSE,South Ealing (pe),,,,p,,
205.2,FALSE,South Ealing (pw),,,,p,,
206,TRUE,South Harrow,-0.3521,51.5646,5,s,2.7223,2.38
206.1,FALSE,South Harrow (pe),,,,p,,
206.2,FALSE,South Harrow (pw),,,,p,,
207,TRUE,South Kensington,-0.1738,51.4941,1,s,4.5138,4.4289
207.1,FALSE,South Kensington (pe),,,,p,,
207.2,FALSE,South Kensington (pw),,,,p,,
207.3,FALSE,South Kensington (rde),,,,p,,
207.4,FALSE,South Kensington (rdw),,,,p,,
208,TRUE,South Kenton,-0.3081,51.5701,4,s,3.5888,2.348
208.1,FALSE,South Kenton (bn),,,,p,,
208.2,FALSE,South Kenton (bs),,,,p,,
209,TRUE,South Ruislip,-0.3988,51.5569,5,s,2.1253,2.4551
209.1,FALSE,South Ruislip (ce),,,,p,,
209.2,FALSE,South Ruislip (cw),,,,p,,
210,TRUE,South Wimbledon,-0.1919,51.4154,"3,4",s,4.6284,6.4416
210.1,FALSE,South Wimbledon (nn),,,,p,,
210.2,FALSE,South Wimbledon (ns),,,,p,,
211,TRUE,South Woodford,0.0275,51.5917,4,s,8.4306,1.9258
211.1,FALSE,South Woodford (ce),,,,p,,
211.2,FALSE,South Woodford (cw),,,,p,,
212,TRUE,Southfields,-0.2066,51.4454,3,s,4.0977,5.4437
212.1,FALSE,Southfields (de),,,,p,,
212.2,FALSE,Southfields (dw),,,,p,,
213,TRUE,Southgate,-0.128,51.6322,4,s,6.9016,1.5056
213.1,FALSE,Southgate (pe),,,,p,,
213.2,FALSE,Southgate (pw),,,,p,,
214,TRUE,Southwark,-0.1052,51.504,1,s,5.8344,4.8917
214.1,FALSE,Southwark (je),,,,p,,
214.2,FALSE,Southwark (jw),,,,p,,
215,TRUE,St Jamess Park,-0.13394,51.49971,1,s,5.1424,4.4921
215.1,FALSE,St Jamess Park (rde),,,,p,,
215.2,FALSE,St Jamess Park (rdw),,,,p,,
216,TRUE,St Johns Wood,-0.17417,51.53472,2,s,4.8942,3.1629
216.1,FALSE,St Johns Wood (je),,,,p,,
216.2,FALSE,St Johns Wood (jw),,,,p,,
217,TRUE,St Pauls,-0.097598,51.515285,1,s,6.2403,3.9293
217.1,FALSE,St Pauls (ce),,,,p,,
217.2,FALSE,St Pauls (cw),,,,p,,
218,TRUE,Stamford Brook,-0.2459,51.495,2,s,3.3333,4.4968
218.1,FALSE,Stamford Brook (de),,,,p,,
218.2,FALSE,Stamford Brook (dw),,,,p,,
219,TRUE,Stanmore,-0.3028,51.6194,5,s,4.0344,1.7429
219.1,FALSE,Stanmore (je),,,,p,,
219.2,FALSE,Stanmore (jw),,,,p,,
220,TRUE,Stepney Green,-0.047,51.5221,2,s,7.5947,3.4353
220.1,FALSE,Stepney Green (dhe),,,,p,,
220.2,FALSE,Stepney Green (dhw),,,,p,,
221,TRUE,Stockwell,-0.123,51.4723,2,s,5.363,5.7027
221.1,FALSE,Stockwell (nn),,,,p,,
221.2,FALSE,Stockwell (ns),,,,p,,
221.3,FALSE,Stockwell (vn),,,,p,,
221.4,FALSE,Stockwell (vs),,,,p,,
222,TRUE,Stonebridge Park,-0.2759,51.5439,3,s,3.5923,2.5975
222.1,FALSE,Stonebridge Park (bn),,,,p,,
222.2,FALSE,Stonebridge Park (bs),,,,p,,
223,TRUE,Stratford,-0.0042,51.5416,"2,3",s,8.484,2.9023
223.1,FALSE,Stratford (ce),,,,p,,
223.2,FALSE,Stratford (cw),,,,p,,
223.3,FALSE,Stratford (je),,,,p,,
223.4,FALSE,Stratford (jw),,,,p,,
224,TRUE,Sudbury Hill,-0.3366,51.5569,4,s,2.7182,2.5762
224.1,FALSE,Sudbury Hill (pe),,,,p,,
224.2,FALSE,Sudbury Hill (pw),,,,p,,
225,TRUE,Sudbury Town,-0.3156,51.5507,4,s,2.7223,2.7724
225.1,FALSE,Sudbury Town (pe),,,,p,,
225.2,FALSE,Sudbury Town (pw),,,,p,,
226,TRUE,Swiss Cottage,-0.1738,51.5432,2,s,4.8942,3.0812
226.1,FALSE,Swiss Cottage (je),,,,p,,
226.2,FALSE,Swiss Cottage (jw),,,,p,,
227,TRUE,Temple,-0.1141,51.5111,1,s,5.9154,4.4818
227.1,FALSE,Temple (rde),,,,p,,
227.2,FALSE,Temple (rdw),,,,p,,
228,TRUE,Theydon Bois,0.1033,51.6717,6,s,8.7613,1.1438
228.1,FALSE,Theydon Bois (ce),,,,p,,
228.2,FALSE,Theydon Bois (cw),,,,p,,
229,TRUE,Tooting Bec,-0.1598,51.4361,3,s,4.9044,6.1613
229.1,FALSE,Tooting Bec (nn),,,,p,,
229.2,FALSE,Tooting Bec (ns),,,,p,,
230,TRUE,Tooting Broadway,-0.168,51.4275,3,s,4.8408,6.225
230.1,FALSE,Tooting Broadway (nn),,,,p,,
230.2,FALSE,Tooting Broadway (ns),,,,p,,
231,TRUE,Tottenham Court Road,-0.131,51.5165,1,s,5.5782,3.6872
231.1,FALSE,Tottenham Court Road (ce),,,,p,,
231.2,FALSE,Tottenham Court Road (cw),,,,p,,
231.3,FALSE,Tottenham Court Road (nn),,,,p,,
231.4,FALSE,Tottenham Court Road (ns),,,,p,,
232,TRUE,Tottenham Hale,-0.0594,51.5882,3,s,7.3607,2.1825
232.1,FALSE,Tottenham Hale (vn),,,,p,,
232.2,FALSE,Tottenham Hale (vs),,,,p,,
233,TRUE,Totteridge & Whetstone,-0.1791,51.6302,4,s,6.0068,1.4083
233.1,FALSE,Totteridge & Whetstone (nn),,,,p,,
233.2,FALSE,Totteridge & Whetstone (ns),,,,p,,
234,TRUE,Tower Hill,-0.0766,51.5098,1,s,6.8861,4.0889
234.1,FALSE,Tower Hill (rde),,,,p,,
234.2,FALSE,Tower Hill (rdw),,,,p,,
235,TRUE,Tufnell Park,-0.1374,51.5567,2,s,6.0068,2.3965
235.1,FALSE,Tufnell Park (nn),,,,p,,
235.2,FALSE,Tufnell Park (ns),,,,p,,
236,TRUE,Turnham Green,-0.2547,51.4951,"2,3",s,3.1465,4.4331
236.1,FALSE,Turnham Green (de),,,,p,,
236.2,FALSE,Turnham Green (dw),,,,p,,
237,TRUE,Turnpike Lane,-0.1028,51.5904,3,s,6.9016,1.9569
237.1,FALSE,Turnpike Lane (pe),,,,p,,
237.2,FALSE,Turnpike Lane (pw),,,,p,,
238,TRUE,Upminster,0.251,51.559,6,s,9.7882,2.2655
238.1,FALSE,Upminster (de),,,,p,,
238.2,FALSE,Upminster (dw),,,,p,,
239,TRUE,Upminster Bridge,0.2343,51.5582,6,s,9.6874,2.3644
239.1,FALSE,Upminster Bridge (de),,,,p,,
239.2,FALSE,Upminster Bridge (dw),,,,p,,
240,TRUE,Upney,0.1014,51.5385,4,s,9.1153,2.9373
240.1,FALSE,Upney (de),,,,p,,
240.2,FALSE,Upney (dw),,,,p,,
241,TRUE,Upton Park,0.0343,51.5352,3,s,8.7807,3.268
241.1,FALSE,Upton Park (dhe),,,,p,,
241.2,FALSE,Upton Park (dhw),,,,p,,
242,TRUE,Uxbridge,-0.4786,51.5463,6,s,1.6576,1.8998
242.1,FALSE,Uxbridge (mpn),,,,p,,
242.2,FALSE,Uxbridge (mps),,,,p,,
243,TRUE,Vauxhall,-0.1253,51.4861,"1,2",s,5.104,5.4437
243.1,FALSE,Vauxhall (vn),,,,p,,
243.2,FALSE,Vauxhall (vs),,,,p,,
244,TRUE,Victoria,-0.1447,51.4965,1,s,5.0106,4.4841
244.1,FALSE,Victoria (rde),,,,p,,
244.2,FALSE,Victoria (rdw),,,,p,,
244.3,FALSE,Victoria (vn),,,,p,,
244.4,FALSE,Victoria (vs),,,,p,,
245,TRUE,Walthamstow Central,-0.0195,51.583,3,s,7.9015,2.1825
245.1,FALSE,Walthamstow Central (vn),,,,p,,
245.2,FALSE,Walthamstow Central (vs),,,,p,,
246,TRUE,Wanstead,0.0288,51.5775,4,s,8.5532,2.2252
246.1,FALSE,Wanstead (ce),,,,p,,
246.2,FALSE,Wanstead (cw),,,,p,,
247,TRUE,Warren Street,-0.1384,51.5247,1,s,5.5782,3.3849
247.1,FALSE,Warren Street (nn),,,,p,,
247.2,FALSE,Warren Street (ns),,,,p,,
247.3,FALSE,Warren Street (vn),,,,p,,
247.4,FALSE,Warren Street (vs),,,,p,,
248,TRUE,Warwick Avenue,-0.1835,51.5235,2,s,3.7891,3.2197
248.1,FALSE,Warwick Avenue (bn),,,,p,,
248.2,FALSE,Warwick Avenue (bs),,,,p,,
249,TRUE,Waterloo,-0.1143,51.5036,1,s,5.5747,4.7346
249.1,FALSE,Waterloo (bn),,,,p,,
249.2,FALSE,Waterloo (bs),,,,p,,
249.3,FALSE,Waterloo (je),,,,p,,
249.4,FALSE,Waterloo (jw),,,,p,,
249.5,FALSE,Waterloo (nn),,,,p,,
249.6,FALSE,Waterloo (ns),,,,p,,
249.7,FALSE,Waterloo (wn),,,,p,,
249.8,FALSE,Waterloo (ws),,,,p,,
250,TRUE,Watford,-0.4177,51.6573,7,s,1.858,1.4029
250.1,FALSE,Watford (mn),,,,p,,
250.2,FALSE,Watford (ms),,,,p,,
251,TRUE,Wembley Central,-0.2963,51.5519,4,s,3.5888,2.5097
251.1,FALSE,Wembley Central (bn),,,,p,,
251.2,FALSE,Wembley Central (bs),,,,p,,
252,TRUE,Wembley Park,-0.2795,51.5635,4,s,4.0791,2.2
252.1,FALSE,Wembley Park (je),,,,p,,
252.2,FALSE,Wembley Park (jw),,,,p,,
252.3,FALSE,Wembley Park (mn),,,,p,,
252.4,FALSE,Wembley Park (ms),,,,p,,
253,TRUE,West Acton,-0.2809,51.518,3,s,2.9087,3.9321
253.1,FALSE,West Acton (ce),,,,p,,
253.2,FALSE,West Acton (cw),,,,p,,
254,TRUE,West Brompton,-0.1953,51.4872,2,s,4.0977,4.7619
254.1,FALSE,West Brompton (de),,,,p,,
254.2,FALSE,West Brompton (dw),,,,p,,
255,TRUE,West Finchley,-0.1883,51.6095,4,s,6.0068,1.5678
255.1,FALSE,West Finchley (nn),,,,p,,
255.2,FALSE,West Finchley (ns),,,,p,,
256,TRUE,West Ham,0.0056,51.5287,"2,3",s,8.4851,3.4314
256.1,FALSE,West Ham (dhe),,,,p,,
256.2,FALSE,West Ham (dhw),,,,p,,
256.3,FALSE,West Ham (je),,,,p,,
256.4,FALSE,West Ham (jw),,,,p,,
257,TRUE,West Hampstead,-0.1906,51.5469,2,s,4.6141,2.735
257.1,FALSE,West Hampstead (je),,,,p,,
257.2,FALSE,West Hampstead (jw),,,,p,,
258,TRUE,West Harrow,-0.3533,51.5795,5,s,2.9395,2.1795
258.1,FALSE,West Harrow (mn),,,,p,,
258.2,FALSE,West Harrow (ms),,,,p,,
259,TRUE,West Kensington,-0.2065,51.4907,2,s,3.9873,4.4968
259.1,FALSE,West Kensington (de),,,,p,,
259.2,FALSE,West Kensington (dw),,,,p,,
260,TRUE,West Ruislip,-0.4376,51.5696,6,s,2.1211,1.7411
260.1,FALSE,West Ruislip (ce),,,,p,,
260.2,FALSE,West Ruislip (cw),,,,p,,
261,TRUE,Westbourne Park,-0.2011,51.521,2,s,3.6943,3.6093
261.1,FALSE,Westbourne Park (rhe),,,,p,,
261.2,FALSE,Westbourne Park (rhw),,,,p,,
262,TRUE,Westminster,-0.1254,51.501,1,s,5.1424,4.4921
262.1,FALSE,Westminster (je),,,,p,,
262.2,FALSE,Westminster (jw),,,,p,,
262.3,FALSE,Westminster (rde),,,,p,,
262.4,FALSE,Westminster (rdw),,,,p,,
263,TRUE,White City,-0.2239,51.512,2,s,3.6136,3.9321
263.1,FALSE,White City (ce),,,,p,,
263.2,FALSE,White City (cw),,,,p,,
264,TRUE,Whitechapel,-0.0612,51.5194,2,s,7.2712,3.6376
264.1,FALSE,Whitechapel (dhe),,,,p,,
264.2,FALSE,Whitechapel (dhw),,,,p,,
265,TRUE,Willesden Green,-0.2215,51.5492,"2,3",s,4.2912,2.401
265.1,FALSE,Willesden Green (je),,,,p,,
265.2,FALSE,Willesden Green (jw),,,,p,,
266,TRUE,Willesden Junction,-0.2478,51.5326,"2,3",s,3.5923,2.7592
266.1,FALSE,Willesden Junction (bn),,,,p,,
266.2,FALSE,Willesden Junction (bs),,,,p,,
267,TRUE,Wimbledon,-0.2064,51.4214,3,s,4.1061,5.656
267.1,FALSE,Wimbledon (de),,,,p,,
267.2,FALSE,Wimbledon (dw),,,,p,,
268,TRUE,Wimbledon Park,-0.1992,51.4343,3,s,4.0977,5.5456
268.1,FALSE,Wimbledon Park (de),,,,p,,
268.2,FALSE,Wimbledon Park (dw),,,,p,,
269,TRUE,Wood Green,-0.1097,51.5975,3,s,6.9016,1.8441
269.1,FALSE,Wood Green (pe),,,,p,,
269.2,FALSE,Wood Green (pw),,,,p,,
270,TRUE,Wood Lane,-0.224301,51.510031,2,s,3.69,4.0212
270.1,FALSE,Wood Lane (rhe),,,,p,,
270.2,FALSE,Wood Lane (rhw),,,,p,,
271,TRUE,Woodford,0.0341,51.607,4,s,8.4306,1.8129
271.1,FALSE,Woodford (ce1),,,,p,,
271.2,FALSE,Woodford (ce2),,,,p,,
271.3,FALSE,Woodford (cw1),,,,p,,
271.4,FALSE,Woodford (cw2),,,,p,,
272,TRUE,Woodside Park,-0.1856,51.6179,4,s,6.0068,1.49
272.1,FALSE,Woodside Park (nn),,,,p,,
272.2,FALSE,Woodside Park (ns),,,,p,,